matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp,id
36,36,3232,35.9,58,160,103,4,9,23,4,7,6,1,0,20,SPA,73683fa9
27,27,2429,27.0,33,99,65,7,9,11,7,2,1,1,0,20,SPA,75751c99
33,33,2925,32.5,31,96,65,15,12,6,12,3,2,1,0,20,SPA,7b456af7
3,3,244,2.7,3,13,10,1,0,2,1,0,0,0,0,20,SPA,81a606fc
4,4,180,2.0,1,3,2,1,1,0,1,0,0,0,0,20,SPA,8875b8c9
2,2,180,2.0,3,9,6,1,1,0,0,1,1,0,0,20,SPA,8f29e08b
38,38,3420,38.0,37,109,73,14,12,12,15,6,5,1,0,20,SPA,8f8c6934
35,35,3150,35.0,39,125,85,8,15,12,11,7,6,1,0,20,SPA,8fae77ea
5,4,425,4.7,9,19,10,0,3,1,0,0,0,0,0,20,SPA,9109185e
33,33,2960,32.9,43,135,92,6,14,13,10,5,5,0,0,20,SPA,967f34d3
27,27,2358,26.2,37,102,62,7,7,13,6,11,8,3,0,20,SPA,97852360
3,3,270,3.0,3,5,2,1,1,1,1,1,1,0,0,20,SPA,9970da54
34,34,3060,34.0,41,145,104,17,4,13,11,6,5,1,0,20,SPA,9f0ea33f
36,36,3240,36.0,51,205,153,12,7,17,5,5,3,2,0,20,SPA,a01c3d54
19,18,1655,18.4,27,80,53,7,3,8,7,1,1,0,0,20,SPA,a4995f48
2,2,180,2.0,2,3,1,1,1,0,1,0,0,0,0,20,SPA,a9dc785c
1,0,26,0.3,1,1,0,0,0,0,0,1,1,0,0,20,SPA,aae17c81
35,35,3150,35.0,51,122,71,9,9,17,10,5,4,1,0,20,SPA,ac295d9e
2,2,90,1.0,3,6,3,0,0,1,0,1,1,0,0,20,SPA,af245161
2,2,180,2.0,0,3,3,1,1,0,2,0,0,0,0,20,SPA,b5bdf144
9,8,790,8.8,19,54,35,2,1,5,2,3,3,0,0,20,SPA,ba3ca78f
2,2,180,2.0,2,10,8,2,0,0,1,1,0,0,1,20,SPA,bfb15d99
15,14,1324,14.7,23,81,58,4,4,6,3,1,1,0,0,20,SPA,c9cb972b
33,33,2887,32.1,48,130,83,9,11,13,5,11,11,0,0,20,SPA,cda0b317
4,3,280,3.1,5,11,6,0,1,2,1,0,0,0,0,20,SPA,cde52ef5
35,35,3150,35.0,42,142,99,15,8,12,12,5,4,1,0,20,SPA,ea83bfa6
38,38,3395,37.7,27,111,87,18,16,4,17,4,3,0,1,20,SPA,ee8508c0
6,5,495,5.5,3,20,17,4,1,0,4,1,1,0,0,20,SPA,f6798fc3
1,1,90,1.0,2,5,3,0,1,0,0,0,0,0,0,20,SPA,f9b42381
10,10,900,10.0,12,30,18,3,3,4,4,1,1,0,0,21,SPA,039ae103
10,10,900,10.0,11,45,33,5,1,4,3,2,1,1,0,21,SPA,04ac8285
1,1,90,1.0,2,3,1,0,0,1,0,0,0,0,0,21,SPA,0f7dbaf6
20,20,1800,20.0,25,75,50,8,8,4,7,5,4,1,0,21,SPA,10072610
38,38,3420,38.0,28,116,88,25,9,4,17,8,7,1,0,21,SPA,1840e36d
3,3,187,2.1,5,8,3,0,2,1,0,0,0,0,0,21,SPA,24279b8b
16,16,1440,16.0,21,54,34,2,8,6,4,3,3,0,0,21,SPA,307fcd26
38,38,3420,38.0,38,105,67,17,11,10,14,5,3,1,1,21,SPA,374ee424
37,37,3330,37.0,40,108,68,11,13,13,9,6,5,1,0,21,SPA,5dcf3e90
4,3,300,3.3,3,6,3,0,1,2,0,0,0,0,0,21,SPA,61bb7498
2,2,180,2.0,4,8,4,0,0,2,0,0,0,0,0,21,SPA,625c144a
8,8,720,8.0,9,22,14,3,1,4,2,1,1,0,0,21,SPA,63d17038
5,5,450,5.0,8,24,16,1,1,3,1,0,0,0,0,21,SPA,67669ce7
32,32,2880,32.0,45,127,82,10,10,12,9,9,8,1,0,21,SPA,6c4776b1
31,31,2790,31.0,32,106,76,21,5,5,11,3,3,0,0,21,SPA,6f51e382
5,5,450,5.0,5,14,9,3,0,2,2,0,0,0,0,21,SPA,7b456af7
3,3,270,3.0,3,8,5,1,1,1,1,1,1,0,0,21,SPA,8f29e08b
28,28,2520,28.0,31,81,52,6,8,14,10,7,6,1,0,21,SPA,8f8c6934
25,25,2250,25.0,40,115,75,4,9,12,2,4,4,0,0,21,SPA,8fae77ea
2,2,180,2.0,3,6,2,1,0,1,1,0,0,0,0,21,SPA,94084f83
19,19,1637,18.2,27,61,34,7,6,6,4,1,1,0,0,21,SPA,967f34d3
38,37,3349,37.2,57,141,84,9,11,17,9,3,3,0,0,21,SPA,97852360
1,1,71,0.8,0,1,1,0,0,1,0,0,0,0,0,21,SPA,9970da54
36,36,3240,36.0,40,118,79,15,13,8,10,9,7,1,1,21,SPA,9f0ea33f
29,29,2610,29.0,44,120,78,8,11,10,3,3,3,0,0,21,SPA,a01c3d54
33,32,2958,32.9,40,126,86,10,8,14,10,7,4,2,1,21,SPA,a4995f48
7,7,630,7.0,6,24,18,3,2,2,3,2,2,0,0,21,SPA,a9dc785c
35,35,3120,34.7,49,129,79,6,11,18,9,5,3,1,1,21,SPA,ac295d9e
1,1,90,1.0,2,9,6,0,0,1,0,2,1,1,0,21,SPA,b1e5bbec
13,13,1170,13.0,17,46,29,1,7,5,1,3,2,0,1,21,SPA,ba3ca78f
1,1,90,1.0,2,4,2,0,0,1,0,0,0,0,0,21,SPA,bfb15d99
28,28,2520,28.0,42,130,88,5,12,11,4,6,4,2,0,21,SPA,c9cb972b
18,18,1620,18.0,25,61,37,9,2,7,6,5,4,1,0,21,SPA,cda0b317
21,19,1781,19.8,30,77,47,7,5,7,5,7,6,1,0,21,SPA,cde52ef5
8,8,720,8.0,11,39,28,1,3,4,1,1,0,0,1,21,SPA,e1846dde
30,30,2700,30.0,46,141,92,5,11,14,5,9,5,3,1,21,SPA,e4346678
32,32,2880,32.0,55,137,79,12,6,14,8,10,5,4,1,21,SPA,ea83bfa6
38,38,3420,38.0,25,122,98,26,8,4,18,4,1,2,1,21,SPA,ee8508c0
22,22,1980,22.0,32,95,64,5,5,12,5,2,2,0,0,21,SPA,f127d782
33,33,2970,33.0,28,106,78,21,5,7,15,6,4,2,0,21,SPA,f6798fc3
4,4,360,4.0,10,17,7,0,1,3,0,1,1,0,0,21,SPA,fea23125
17,17,1457,16.2,29,77,49,4,8,5,3,6,5,1,0,22,SPA,04ac8285
17,17,1456,16.2,19,56,39,8,4,5,5,1,1,0,0,22,SPA,10072610
1,1,90,1.0,1,2,1,0,1,0,0,0,0,0,0,22,SPA,17a1299d
36,36,3240,36.0,29,120,91,26,7,3,16,3,2,1,0,22,SPA,1840e36d
1,1,90,1.0,3,6,3,0,0,1,0,0,0,0,0,22,SPA,30061f53
2,2,180,2.0,2,9,6,0,1,1,0,2,1,1,0,22,SPA,3061e1ec
35,35,3136,34.8,55,177,122,8,12,15,7,7,5,2,0,22,SPA,3318286e
35,35,3150,35.0,32,112,79,15,11,9,19,5,4,1,0,22,SPA,374ee424
3,3,270,3.0,5,15,10,2,0,1,1,1,1,0,0,22,SPA,4535e4bb
1,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,22,SPA,4eae5bc4
14,14,1260,14.0,17,60,43,3,4,7,3,0,0,0,0,22,SPA,58bc7d18
34,34,3060,34.0,31,111,81,13,11,10,12,3,3,0,0,22,SPA,5dcf3e90
14,14,1260,14.0,29,57,29,4,0,10,1,4,3,1,0,22,SPA,5f0241b2
21,21,1890,21.0,26,75,49,6,9,6,8,3,2,1,0,22,SPA,605eb473
32,32,2880,32.0,28,100,72,14,9,9,14,4,3,1,0,22,SPA,625c144a
4,3,284,3.2,6,16,10,0,2,1,1,2,2,0,0,22,SPA,67669ce7
38,38,3420,38.0,51,170,117,8,15,15,13,13,11,2,0,22,SPA,6c4776b1
35,35,3150,35.0,34,109,74,19,9,7,11,3,2,1,0,22,SPA,6f51e382
36,36,3177,35.3,49,157,110,10,12,14,9,4,3,0,1,22,SPA,73683fa9
2,1,108,1.2,3,3,0,0,0,1,0,0,0,0,0,22,SPA,87b498b0
2,2,180,2.0,3,4,2,0,1,1,0,0,0,0,0,22,SPA,8f29e08b
38,38,3414,37.9,41,132,91,8,15,15,13,4,2,1,1,22,SPA,8f8c6934
2,2,180,2.0,5,14,10,0,0,2,0,1,1,0,0,22,SPA,924ff27e
34,34,3053,33.9,60,148,85,8,5,21,5,8,5,3,0,22,SPA,97852360
4,3,277,3.1,4,16,12,0,1,2,1,1,1,0,0,22,SPA,9970da54
6,6,540,6.0,9,28,19,2,2,2,0,1,1,0,0,22,SPA,9f0ea33f
13,13,1166,13.0,29,81,51,1,5,7,2,2,1,1,0,22,SPA,a01c3d54
4,4,360,4.0,5,20,15,1,2,1,1,0,0,0,0,22,SPA,a2c1a8d3
36,36,3240,36.0,48,147,97,12,10,14,12,7,4,3,0,22,SPA,a4995f48
3,3,270,3.0,4,14,10,2,1,0,0,0,0,0,0,22,SPA,a9dc785c
6,6,540,6.0,5,19,14,4,2,0,4,0,0,0,0,22,SPA,ac295d9e
2,1,135,1.5,1,9,8,0,0,1,1,1,1,0,0,22,SPA,b5bdf144
38,38,3420,38.0,43,136,91,12,10,16,14,8,4,4,0,22,SPA,b6160ad0
1,1,4,26.9,0,0,0,0,0,0,0,0,0,0,0,22,SPA,c67cd65c
8,8,645,7.2,13,37,24,0,1,7,0,0,0,0,0,22,SPA,c818c4d9
4,3,343,3.8,4,11,8,2,0,1,1,0,0,0,0,22,SPA,c9cb972b
18,18,1620,18.0,20,75,55,5,7,6,8,2,2,0,0,22,SPA,d4b73232
1,1,90,1.0,1,4,3,0,1,0,0,0,0,0,0,22,SPA,d6e3d7fb
24,24,2160,24.0,46,120,74,6,6,12,5,4,4,0,0,22,SPA,e1846dde
24,24,2160,24.0,35,114,78,8,5,11,5,9,7,1,1,22,SPA,e4346678
22,21,1964,21.8,21,76,55,11,4,6,8,2,2,0,0,22,SPA,ea83bfa6
38,38,3420,38.0,43,106,65,21,8,9,12,8,7,1,0,22,SPA,ee8508c0
1,1,90,1.0,1,2,1,1,0,0,0,0,0,0,0,22,SPA,f38284bb
31,31,2790,31.0,24,100,75,14,13,4,13,4,2,1,1,22,SPA,f6798fc3
31,30,2772,30.8,37,126,88,11,8,11,9,9,7,2,0,22,SPA,fc70e345
1,1,90,1.0,1,3,2,0,0,1,0,0,0,0,0,23,SPA,0107757e
6,6,540,6.0,5,20,15,2,3,1,2,1,1,0,0,23,SPA,10072610
20,20,1800,20.0,18,72,54,13,4,3,6,4,4,0,0,23,SPA,1840e36d
10,10,899,10.0,14,40,27,1,5,4,1,0,0,0,0,23,SPA,2fa2a875
6,6,540,6.0,3,13,11,4,1,1,3,0,0,0,0,23,SPA,3061e1ec
26,26,2340,26.0,24,91,68,14,6,6,10,1,0,1,0,23,SPA,374ee424
4,2,208,2.3,2,9,7,1,1,0,1,1,1,0,0,23,SPA,3f034750
27,27,2430,27.0,27,91,63,9,6,12,9,6,5,1,0,23,SPA,58ad9383
22,22,1935,21.5,25,73,50,9,5,8,8,1,1,0,0,23,SPA,5dcf3e90
14,14,1260,14.0,10,56,46,6,3,5,7,0,0,0,0,23,SPA,625c144a
17,17,1530,17.0,24,69,44,7,5,5,1,4,2,1,1,23,SPA,63d17038
10,10,900,10.0,18,43,25,2,2,6,0,2,2,0,0,23,SPA,688b96e3
25,25,2250,25.0,37,138,100,6,9,10,9,8,7,1,0,23,SPA,6c4776b1
27,27,2430,27.0,9,62,55,23,2,2,20,2,2,0,0,23,SPA,6f51e382
1,1,90,1.0,3,4,1,0,0,1,0,0,0,0,0,23,SPA,73683fa9
19,19,1710,19.0,29,72,42,5,5,9,6,4,2,2,0,23,SPA,853b7c48
27,27,2430,27.0,34,120,85,7,9,11,9,6,3,3,0,23,SPA,8f8c6934
17,17,1517,16.9,23,86,60,6,2,9,5,6,3,3,0,23,SPA,8fae77ea
7,7,630,7.0,13,34,21,2,0,5,1,2,2,0,0,23,SPA,97852360
9,9,810,9.0,15,34,19,2,2,5,1,1,1,0,0,23,SPA,9f0ea33f
14,14,1260,14.0,13,51,38,5,5,4,6,0,0,0,0,23,SPA,a01c3d54
6,5,495,5.5,3,14,11,1,2,2,2,0,0,0,0,23,SPA,a2c1a8d3
13,13,1170,13.0,14,47,32,4,3,6,3,4,1,1,2,23,SPA,a4995f48
5,3,369,4.1,3,20,17,1,1,1,1,0,0,0,0,23,SPA,ac295d9e
1,0,13,0.1,0,3,3,0,0,0,0,0,0,0,0,23,SPA,be6faae0
7,7,630,7.0,6,26,20,4,2,1,3,1,1,0,0,23,SPA,cde52ef5
26,26,2340,26.0,31,107,78,7,5,14,5,5,2,0,3,23,SPA,d4b73232
1,0,45,0.5,2,5,3,0,0,0,0,0,0,0,0,23,SPA,d9235a45
25,25,2205,24.5,41,135,94,7,5,13,2,5,3,1,1,23,SPA,dabb2827
11,11,990,11.0,13,40,27,6,2,3,3,3,3,0,0,23,SPA,e358587b
27,27,2430,27.0,55,158,101,2,7,18,1,10,7,3,0,23,SPA,e4346678
20,20,1800,20.0,21,75,54,11,3,6,8,1,1,0,0,23,SPA,ea83bfa6
24,24,2132,23.7,17,69,52,14,5,5,10,2,1,0,1,23,SPA,ee8508c0
11,11,990,11.0,18,50,33,3,4,4,2,0,0,0,0,23,SPA,f127d782
24,24,2061,22.9,39,103,65,7,6,11,4,3,2,1,0,23,SPA,f6798fc3
25,25,2250,25.0,27,91,67,9,9,7,9,4,3,0,1,23,SPA,fc70e345
2,2,180,2.0,3,10,7,0,1,1,0,1,1,0,0,23,SPA,fea23125
1,1,90,1.0,3,5,2,0,0,1,0,1,1,0,0,18,FRA,0e12089d
2,2,180,2.0,3,9,6,0,0,2,0,0,0,0,0,18,FRA,1061c207
1,0,38,0.4,2,4,2,0,0,0,0,0,0,0,0,18,FRA,15285503
35,35,3103,34.5,48,132,88,9,7,19,11,4,4,0,0,18,FRA,1d0900d4
31,31,2706,30.0,37,114,77,18,9,4,11,5,3,1,1,18,FRA,1d2d5cc8
36,36,3240,36.0,45,123,75,16,7,13,10,8,4,4,0,18,FRA,2434f24a
3,3,270,3.0,5,15,10,0,2,1,0,1,1,0,0,18,FRA,26383ea5
19,19,1653,18.4,22,68,48,6,5,8,4,3,3,0,0,18,FRA,26975a92
4,3,304,3.4,6,29,23,1,0,2,1,1,1,0,0,18,FRA,28a65a2c
34,34,3060,34.0,25,102,77,26,6,2,17,3,1,1,1,18,FRA,2f965a72
38,38,3420,38.0,33,117,84,11,18,9,14,6,5,0,1,18,FRA,2fa2a875
19,19,1692,18.8,32,86,54,4,6,9,2,2,2,0,0,18,FRA,3814120d
4,4,360,4.0,6,13,7,2,1,1,1,0,0,0,0,18,FRA,4d3e9033
38,38,3420,38.0,54,158,106,9,10,19,12,6,6,0,0,18,FRA,4e7db402
4,3,315,3.5,4,19,15,1,1,1,2,1,1,0,0,18,FRA,60d90c55
9,7,714,8.2,10,27,18,4,2,1,3,1,1,0,0,18,FRA,76806215
3,2,255,2.8,4,16,12,1,0,1,1,1,1,0,0,18,FRA,8417953b
28,28,2520,28.0,36,113,76,12,8,8,7,5,3,2,0,18,FRA,8a2248b4
1,0,17,26.7,2,3,1,0,0,0,0,1,1,0,0,18,FRA,9260926b
10,10,900,10.0,16,41,26,3,1,6,3,0,0,0,0,18,FRA,950ff24d
1,1,90,1.0,1,7,6,0,0,1,0,0,0,0,0,18,FRA,96908f80
13,13,1170,13.0,17,44,28,2,7,4,1,2,2,0,0,18,FRA,96fcd380
9,9,810,9.0,14,35,22,1,1,7,2,3,3,0,0,18,FRA,a3d524cb
29,29,2569,28.5,60,167,106,5,7,17,2,2,0,2,0,18,FRA,a4527d33
38,38,3420,38.0,59,171,111,12,11,15,11,7,5,2,0,18,FRA,a56bd2ee
17,16,1457,16.2,29,71,41,3,5,8,2,5,4,1,0,18,FRA,ae7d0ecd
1,0,11,3.2,1,2,1,0,0,0,0,0,0,0,0,18,FRA,b0547a87
37,37,3330,37.0,38,133,96,14,10,13,12,3,2,0,1,18,FRA,b056e3da
3,2,225,2.5,0,6,6,2,0,0,3,0,0,0,0,18,FRA,b7e7937d
37,37,3330,37.0,41,171,130,12,9,16,11,4,4,0,0,18,FRA,bc270726
38,38,3420,38.0,73,201,128,13,9,16,5,14,11,3,0,18,FRA,bcf1b2e9
1,1,90,1.0,3,6,3,0,0,1,0,2,2,0,0,18,FRA,c121a641
35,35,3112,34.6,44,150,106,14,10,11,12,6,5,1,0,18,FRA,cac76a72
4,4,360,4.0,4,17,13,3,0,1,1,2,2,0,0,18,FRA,ce17b5eb
21,21,1890,21.0,31,101,70,6,3,12,5,3,2,1,0,18,FRA,cfe852d8
34,34,3060,34.0,36,127,91,16,8,10,10,5,2,2,1,18,FRA,dc366c36
7,6,597,6.6,13,26,14,1,2,3,1,2,2,0,0,18,FRA,e39f8724
4,3,271,3.0,6,17,11,2,0,1,0,0,0,0,0,18,FRA,e65dd8dc
17,17,1530,17.0,28,92,64,3,3,11,3,2,2,0,0,18,FRA,e750cba4
34,34,3060,34.0,37,137,101,21,8,5,14,8,5,2,1,18,FRA,f00de885
34,34,2940,32.7,41,125,85,21,8,5,10,4,4,0,0,18,FRA,f6db3bd5
4,4,360,4.0,11,20,10,0,1,3,0,1,1,0,0,18,FRA,faf873a7
34,34,3032,33.7,53,160,107,10,7,17,5,5,3,2,0,18,FRA,fcb38f57
11,10,939,10.4,17,34,16,5,3,2,1,3,2,1,0,19,FRA,0e12089d
8,7,712,7.9,12,35,23,2,3,2,3,1,1,0,0,19,FRA,132bb875
31,31,2736,30.4,40,113,72,14,5,12,9,7,6,1,0,19,FRA,1d2d5cc8
37,37,3330,37.0,42,152,109,9,11,17,9,7,6,1,0,19,FRA,2434f24a
2,2,180,2.0,1,4,3,1,1,0,1,0,0,0,0,19,FRA,249cdcff
6,6,495,5.5,4,20,16,3,2,1,2,1,1,0,0,19,FRA,26383ea5
36,36,3239,36.0,48,161,113,9,15,12,11,5,3,2,0,19,FRA,26975a92
1,1,90,1.0,1,5,5,0,1,0,0,0,0,0,0,19,FRA,28a65a2c
38,38,3420,38.0,58,180,122,15,8,15,10,5,4,1,0,19,FRA,28dabd43
21,21,1890,21.0,17,66,50,16,3,2,11,4,4,0,0,19,FRA,2f965a72
37,37,3330,37.0,42,143,102,15,13,9,11,5,3,1,1,19,FRA,2fa2a875
38,38,3420,38.0,42,150,110,13,16,9,14,7,7,0,0,19,FRA,33887998
1,1,90,1.0,0,1,1,0,1,0,1,0,0,0,0,19,FRA,380a15e2
4,4,360,4.0,5,15,10,3,0,1,1,0,0,0,0,19,FRA,4d3e9033
21,21,1890,21.0,34,93,58,4,7,10,6,2,1,1,0,19,FRA,5ee6e943
38,38,3420,38.0,54,193,139,7,12,19,9,8,6,2,0,19,FRA,60d90c55
9,7,680,7.6,12,25,12,4,2,1,3,5,4,1,0,19,FRA,76806215
37,37,3330,37.0,48,148,99,10,16,11,8,9,7,2,0,19,FRA,834b5c4c
3,2,225,2.5,7,12,6,0,1,1,0,0,0,0,0,19,FRA,8417953b
13,13,1170,13.0,17,72,56,2,2,9,1,1,1,0,0,19,FRA,8870154f
35,35,3150,35.0,29,143,112,15,10,10,16,5,2,3,0,19,FRA,8a2248b4
25,25,2250,25.0,43,99,56,7,5,13,5,2,2,0,0,19,FRA,8fa8f8d2
3,3,270,3.0,6,12,6,0,1,2,0,1,1,0,0,19,FRA,950ff24d
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,19,FRA,a4527d33
17,17,1530,17.0,34,78,43,1,5,11,4,4,2,1,1,19,FRA,a56bd2ee
27,27,2391,26.6,30,95,62,8,6,13,7,4,1,3,0,19,FRA,b056e3da
23,22,2057,22.9,38,96,57,4,6,12,4,5,3,2,0,19,FRA,b7e7937d
38,38,3420,38.0,52,166,114,9,11,18,11,9,6,2,1,19,FRA,bc270726
31,31,2704,30.0,45,143,98,6,11,14,6,5,4,1,0,19,FRA,bcf1b2e9
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,19,FRA,c252c705
1,1,90,1.0,1,1,0,0,0,1,0,1,1,0,0,19,FRA,c977ef13
37,37,3330,37.0,40,148,107,19,8,10,13,9,7,1,1,19,FRA,cac76a72
33,32,2925,32.5,48,138,90,10,11,11,9,4,3,1,0,19,FRA,dc366c36
17,17,1530,17.0,18,65,49,13,1,3,6,2,1,1,0,19,FRA,e40d028b
34,34,3060,34.0,42,134,95,18,9,7,9,5,5,0,0,19,FRA,f00de885
14,14,1138,12.6,12,39,26,4,5,5,4,3,2,1,0,19,FRA,f6db3bd5
38,38,3420,38.0,33,125,90,22,9,7,15,10,6,2,2,19,FRA,fcb38f57
2,2,180,2.0,5,13,8,0,0,2,0,0,0,0,0,20,FRA,132bb875
27,27,2371,26.3,27,92,67,15,8,4,11,4,4,0,0,20,FRA,1d2d5cc8
28,28,2520,28.0,34,108,74,9,10,9,6,3,2,1,0,20,FRA,2434f24a
26,26,2340,26.0,32,83,51,10,6,10,11,3,3,0,0,20,FRA,26975a92
5,5,450,5.0,4,23,19,2,2,1,2,2,2,0,0,20,FRA,28a65a2c
25,25,2204,24.5,38,108,71,7,4,14,6,4,4,0,0,20,FRA,28dabd43
2,1,135,1.5,4,6,2,0,0,1,0,1,1,0,0,20,FRA,2ee1b96b
3,3,270,3.0,2,3,1,2,0,1,2,0,0,0,0,20,FRA,2f965a72
28,28,2520,28.0,44,134,91,11,7,10,7,6,6,0,0,20,FRA,2fa2a875
24,24,2160,24.0,19,79,60,13,5,6,9,4,3,1,0,20,FRA,33887998
3,3,196,2.2,3,5,2,0,0,3,0,0,0,0,0,20,FRA,380a15e2
4,4,306,3.4,4,15,11,0,1,3,1,0,0,0,0,20,FRA,3a74f92b
27,27,2430,27.0,29,95,64,11,4,12,10,6,3,2,1,20,FRA,4e7db402
2,1,122,1.4,3,11,8,1,0,0,1,1,1,0,0,20,FRA,51c83a90
1,1,90,1.0,3,4,1,0,0,1,0,1,1,0,0,20,FRA,586ef3a3
27,27,2430,27.0,18,87,65,10,11,6,12,5,1,4,0,20,FRA,58ad9383
2,2,180,2.0,4,10,6,2,0,0,0,0,0,0,0,20,FRA,5f0241b2
25,25,2250,25.0,27,119,91,11,7,7,8,5,3,2,0,20,FRA,625c144a
5,4,360,4.0,5,19,13,2,0,2,1,1,0,1,0,20,FRA,74733221
2,1,149,1.7,2,7,4,1,0,0,0,1,0,1,0,20,FRA,76806215
2,2,180,2.0,2,7,5,2,0,0,0,1,1,0,0,20,FRA,7800bdb8
27,27,2430,27.0,32,104,71,11,5,11,8,7,6,1,0,20,FRA,834b5c4c
1,0,71,0.8,4,8,5,0,0,0,0,0,0,0,0,20,FRA,8608f269
26,26,2340,26.0,36,130,95,9,8,9,4,6,4,1,1,20,FRA,8a2248b4
11,9,900,10.0,17,47,31,1,2,6,0,0,0,0,0,20,FRA,8fa8f8d2
27,27,2385,26.5,31,129,98,8,10,9,8,3,3,0,0,20,FRA,ae7d0ecd
2,2,180,2.0,2,11,9,1,0,1,1,0,0,0,0,20,FRA,b056e3da
27,27,2398,26.6,34,132,96,7,10,10,7,5,3,2,0,20,FRA,b49729cb
2,2,180,2.0,1,7,6,1,0,1,1,0,0,0,0,20,FRA,b98cea65
28,28,2520,28.0,50,142,93,4,11,13,5,1,1,0,0,20,FRA,bc270726
23,22,2034,22.6,49,118,68,3,3,16,2,5,3,2,0,20,FRA,bcf1b2e9
1,1,90,1.0,1,2,1,0,0,1,0,0,0,0,0,20,FRA,be13e5a8
22,22,1980,22.0,40,100,60,6,4,12,3,4,3,0,1,20,FRA,cac76a72
19,19,1620,18.0,20,81,62,6,7,6,6,1,1,0,0,20,FRA,cecbce23
4,3,316,3.5,6,19,13,0,2,1,1,0,0,0,0,20,FRA,d83f8f69
1,1,90,1.0,2,6,4,0,0,1,0,0,0,0,0,20,FRA,dab1b8dc
1,1,90,1.0,0,2,2,1,0,0,1,0,0,0,0,20,FRA,db87a2c4
21,21,1890,21.0,18,66,49,17,2,2,11,0,0,0,0,20,FRA,ecada4fc
26,26,2340,26.0,25,86,64,10,7,9,8,3,2,0,1,20,FRA,f00de885
28,28,2520,28.0,27,83,58,15,4,9,12,6,4,1,1,20,FRA,fcb38f57
37,37,3330,37.0,45,127,83,16,12,9,8,3,3,0,0,21,FRA,1d2d5cc8
1,1,90,1.0,1,2,1,1,0,0,0,0,0,0,0,21,FRA,20de219a
38,38,3420,38.0,56,156,100,13,6,19,14,8,7,1,0,21,FRA,2434f24a
29,29,2610,29.0,42,100,60,8,9,12,9,4,4,0,0,21,FRA,28a65a2c
38,38,3420,38.0,58,139,82,12,8,18,9,8,7,1,0,21,FRA,28dabd43
3,3,270,3.0,4,11,7,1,1,1,1,1,1,0,0,21,FRA,2b9b37b2
3,1,107,1.2,3,7,4,0,0,1,0,1,1,0,0,21,FRA,2c127b6f
23,23,2070,23.0,43,111,68,6,4,13,3,5,4,0,1,21,FRA,2d70dbe5
28,28,2520,28.0,27,68,42,18,5,5,13,3,3,0,0,21,FRA,2fa2a875
1,1,90,1.0,1,1,0,0,1,0,0,0,0,0,0,21,FRA,33887998
9,7,745,8.3,11,42,31,4,2,1,3,1,1,0,0,21,FRA,380a15e2
8,8,720,8.0,14,32,19,2,0,6,2,1,1,0,0,21,FRA,3814120d
38,38,3420,38.0,55,168,113,9,13,16,5,12,10,1,1,21,FRA,4e7db402
37,37,3285,36.5,49,162,112,9,15,13,10,7,4,2,1,21,FRA,58ad9383
5,4,361,4.0,10,23,13,0,1,3,0,3,3,0,0,21,FRA,5ee6e943
10,8,810,9.0,9,36,28,5,1,2,5,0,0,0,0,21,FRA,5f0241b2
8,8,720,8.0,8,28,19,4,1,3,3,4,2,1,1,21,FRA,667b65da
15,15,1350,15.0,14,54,40,9,4,2,5,0,0,0,0,21,FRA,74733221
1,1,90,1.0,2,5,3,0,0,1,0,0,0,0,0,21,FRA,76806215
6,6,540,6.0,13,26,13,1,2,3,0,2,2,0,0,21,FRA,834b5c4c
38,38,3420,38.0,53,176,123,15,7,16,9,7,7,0,0,21,FRA,8a2248b4
24,24,2160,24.0,31,91,59,8,7,9,8,5,3,1,1,21,FRA,a4527d33
21,21,1890,21.0,33,93,59,2,6,13,3,4,3,1,0,21,FRA,abc06eb3
34,34,3058,34.0,38,127,89,12,10,12,8,10,9,1,0,21,FRA,ae7d0ecd
12,12,1080,12.0,30,66,36,2,2,8,3,3,1,1,1,21,FRA,b052b8bf
35,35,3150,35.0,62,169,108,10,7,18,6,10,8,1,1,21,FRA,b49729cb
38,38,3420,38.0,71,196,122,9,8,21,8,10,6,3,1,21,FRA,bcf1b2e9
1,1,90,1.0,4,4,0,0,0,1,0,1,0,0,1,21,FRA,be13e5a8
9,9,810,9.0,14,33,19,5,1,3,2,2,2,0,0,21,FRA,c4173f1a
31,31,2673,29.7,51,155,106,10,10,11,2,11,11,0,0,21,FRA,c631f952
27,27,2430,27.0,35,107,74,7,6,14,5,7,6,0,1,21,FRA,cecbce23
1,1,90,1.0,1,3,2,0,0,1,0,0,0,0,0,21,FRA,db87a2c4
29,29,2520,28.0,18,92,73,21,3,5,14,2,1,1,0,21,FRA,ecada4fc
37,37,3313,36.8,51,136,88,15,12,10,8,10,10,0,0,21,FRA,edbe46dc
2,1,135,1.5,1,6,5,0,0,1,0,1,1,0,0,21,FRA,eedea60b
38,38,3420,38.0,43,134,92,22,10,6,11,7,5,1,1,21,FRA,f00de885
15,15,1350,15.0,25,56,32,5,5,5,2,6,6,0,0,21,FRA,fbf83734
